value,value,value,value,value
0,0,-18.18627395,19.10254148,21.71387461
0,0,-19.22382457,18.88494139,20.74514705
0,0,-20.70308341,20.10957406,20.72443799
0,0,-18.54065524,18.67928138,18.89509028
0,0,-19.19988872,21.20164025,20.1405208
0,0,-18.22466466,19.93747261,20.25009137
0,0,-19.89986815,20.2954511,20.80051825
0,0,-18.83568271,18.58953307,21.9872858
0,0,-18.36499211,19.29830534,18.13457529
0,0,-19.64486324,19.64035873,18.26093065
0,0,-19.40490162,21.23285132,18.31180028
0,0,-20.15007095,21.08063809,20.97191654
0,0,-20.99615462,18.8919099,18.54541518
0,0,-18.45027495,20.46471633,20.4898075
0,0,-21.16450236,18.97382543,19.29867551
0,0,-18.10515992,21.95298862,19.82927982
0,0,-19.77240761,21.80849551,18.86265264
0,0,-20.34972115,20.25305888,21.46442625
0,0,-21.82799469,20.79561029,20.3446013
0,0,-20.29569211,21.20572153,21.77825305
0,0,-18.63499677,20.88399368,20.298385
0,0,-20.07016722,20.79931476,18.49563212
0,0,-19.58313579,21.83421603,18.68348174
0,0,-19.91742227,20.38582443,21.95629591
0,0,-18.78838806,20.54521069,20.90226079
0,0,-20.00330817,21.397075,18.197115
0,0,-18.60015906,20.67956347,20.81512402
0,0,-20.97617232,20.93173049,19.64869219
0,0,-20.37562504,18.93667474,19.22883355
0,0,-18.31411077,19.4850677,18.61624317
0.100436327,0,-21.55845787,18.58920538,21.35961582
0.116695309,0,-20.46551842,20.02306177,18.25536552
0,0,-19.26442822,19.8229096,19.15934185
0,0,-18.1825696,21.98865126,19.22553158
0,0,-20.52890678,20.44483461,18.64362114
0,0,-19.49376105,21.14577929,20.03273953
0,0,-21.63047242,19.33605868,18.04681051
0,0,-18.13951133,21.32618133,19.20390206
0,0,-18.15640974,20.46033987,21.73451778
0,0,-21.79719715,20.78796933,19.24211828
0,0,-21.85949578,19.17772311,19.44183755
0,0,-18.11096891,20.19455357,19.89266019
0,0,-20.86413294,20.53614789,20.2467735
0,0,-18.88597941,20.3563787,21.23483458
0,0,-20.80557107,21.66077485,18.76128489
0,0,-21.47493119,21.59309066,21.48698551
0,0,-18.40332592,21.88393623,21.03019743
2.694775861,0,-18.95506567,20.66971202,20.89060134
1.124788137,0,-18.09631067,21.88765652,18.34721829
0,0,-18.17531938,21.329912,18.08656276
0,0,-18.11847143,19.08332856,20.3760508
0,0,-21.20272943,19.70974268,21.45253585
0,0,-19.19317071,18.95356977,20.33776586
0,0,-19.97284576,18.01678864,18.85293946
0.171304605,0,-21.15137705,18.75219501,18.36207959
0.166638541,0,-19.97977465,18.01624235,20.79838581
0,0,-19.71678425,20.87935385,20.88708111
0,0,-18.04629283,19.70213719,18.6901268
0,0,-20.27215801,19.25029891,18.11276126
0,0,-18.49897231,21.04688356,19.63313405
0.259063783,0,-21.05859296,21.3299471,20.33087481
0.266101425,0,-19.0309509,21.90119815,20.82400964
0,0,-20.69674964,20.56805434,21.23978004
0,0,-20.58489411,19.84611583,20.44214971
0,0,-20.46670241,19.22105721,18.44352243
0,0,-19.06780803,18.88927284,20.73032669
0,0,-19.06835911,18.8517038,21.93670657
0,0,-21.45219217,19.6367575,21.62233834
0,0,-18.05122933,21.96714542,21.48667564
0,0,-18.72609053,18.00341479,19.20868061
0,0,-20.44068367,18.78882359,21.00315271
0,0,-21.26818502,18.75357193,21.40441378
0,0,-19.43338203,20.86847794,20.71330482
0,0,-20.61377383,19.40993891,19.00224703
0,0,-20.22862568,19.82904322,21.81533589
0,0,-18.25816042,18.59449652,19.80327765
0,0,61.46100236,66.70795973,62.9653556
0,0,63.76684167,62.60351744,62.69297937
0,0,65.90937984,68.44938872,70.00625823
0,0,54.35568087,62.53196177,67.15285119
0,0,61.92069807,71.95091398,62.4849807
0,0,58.97459464,68.90578336,71.26895818
0.196604751,0,54.11745466,71.04596308,72.07082227
0.176103779,0,61.37233132,66.89182286,71.06565258
0,0,55.46912758,66.38828159,63.95074794
0,0,58.5428022,62.53564089,70.5809462
0,0,57.13640511,68.32443626,61.34583012
0,0,58.33396083,68.19722944,65.3495251
0,0,75.88897284,77.10494373,76.02971017
0,0,73.85998489,81.33284502,82.80303265
0,0,76.80152443,82.76046829,75.89892067
0,0,72.02747529,81.49225576,70.0149018
0,20,78.05749886,72.07279633,75.30841631
0,0,81.37719766,79.49436358,77.58330201
0,0,71.80581911,71.0866146,84.56855429
0,0,76.11973368,80.6205379,84.44485239
0,0,78.26008473,75.76614278,72.64716507
0,0,76.98231719,71.8963838,72.71347433
0,20,73.95787158,83.2190293,72.3756802
0,0,78.16143556,79.36940942,82.08406839
0,0,71.72741991,77.20954589,71.66377453
0,0,77.13931471,72.05668507,73.59062616
0,0,79.71657748,80.11338236,80.12370998
0,0,71.60651244,86.25098437,75.50522711
0,0,79.32115746,81.05282486,73.03683711
0,0,81.64339066,87.02113122,77.29149991
0,0,83.30584993,73.73811859,75.92899775
0.195077271,0,73.07584545,80.60632438,79.69660289
0.17025405,0,86.97054762,84.26138076,87.14173108
0,0,80.88169639,79.92619979,73.54494094
0,0,77.03298968,73.01631933,77.49584551
0,0,75.22563081,80.83821897,86.39028972
0,0,81.00401709,81.68966113,85.92673273
0.207845582,0,85.93517158,83.55895676,78.21436655
0.254449696,0,80.16838825,84.07836898,83.08343233
0,0,82.41838578,84.23116418,73.31762536
0,0,77.56769675,82.51597217,83.3005761
0,0,78.05401574,75.36243541,87.4606448
0,0,76.42564409,78.37361077,80.50309067
0,0,83.12361632,84.31677787,79.87987262
0.129805221,0,77.59150685,87.15012594,74.9071014
0.110536492,0,74.90135954,73.17523566,82.04204245
0,0,77.75458832,80.47190454,81.3492601
0,0,85.48991285,76.90795591,82.33201184
0,0,83.77850788,75.5881568,72.39995243
0,0,77.32331181,80.07374862,80.76018872
0,0,86.47433986,81.67782207,81.49939295
0,0,73.16804323,72.13903818,75.30240525
0,0,72.76694224,84.46302916,75.31524572
0,0,74.00990987,85.09768575,76.40115002
0,0,73.83373078,87.42718563,83.36753246
0,0,73.3759869,74.87232606,81.68064895
0,0,82.5484492,81.49327792,85.51167461
0,0,81.58083268,78.80708773,76.71212182
0,0,82.32874349,77.33867989,86.57230662
0,0,82.98065132,81.03068319,83.87916276
0,0,84.10334723,84.51407262,78.31642735
0,0,75.30880565,72.36537083,73.52066389
0,0,81.95029966,87.5062013,76.10808524
0,0,81.27427609,84.95402738,87.30410068
0,0,87.09159253,84.01442637,76.96211966
1.6705581,0,75.71182616,84.16215814,77.274706
1.134033076,0,72.93373178,78.22121656,75.02982129
0,0,82.44932464,84.02189557,84.90553396
0,0,83.83605802,78.1845703,76.40663999
0,0,76.5250136,86.37516307,77.28042234
0,0,81.12708421,74.83196603,78.62579552
0,0,72.94674084,76.67387826,78.93586337
2.950686267,0,87.35931969,80.8206248,78.58069826
2.633947815,0,73.75761943,77.10663634,80.05913055
0,0,73.07995928,78.78703956,85.03138976
0.178182386,0,72.70459926,79.87799619,85.10774361
0.164414922,0,78.83508912,85.70083085,84.77219632
2.705094843,0,73.55337902,80.3703045,73.61729069
2.875930463,0,83.91302923,77.7986107,84.79404682
0,0,86.38060446,75.96304937,73.92331871
0,0,76.1622843,78.53806169,73.99486996
0,0,82.05905694,80.25100725,87.16496755
0,0,72.67625231,83.93703191,85.10954846
0,0,78.18378059,73.93607063,80.83779142
0.270932083,0,76.68682842,75.54560196,85.99935815
0.21673213,0,75.65766344,78.07431435,87.82966565
0,0,82.31531242,77.76622517,81.77011607
0,0,74.08341007,78.26781913,81.80621792
0,0,85.7710939,84.69617762,84.07067105
0,0,82.63711006,77.18632225,75.71407787
0,0,83.37149607,80.03021723,74.67385441
0,0,86.96523065,81.98235512,84.15313043
0,0,87.07768729,75.71471143,77.51832788
0,0,80.82617854,83.49896588,74.16098331
0,0,79.92582131,80.75362607,77.0378957
0,0,77.36585816,79.14834664,77.73804063
0,0,83.44909236,84.9565118,87.44360897
0,0,80.6112906,75.895895,83.16732344
0,0,86.92594564,86.13078246,80.49367017
0,0,75.81796666,80.97674867,87.50193662
0,0,76.96399372,81.74676668,86.45020265
1.170206972,0,77.05739784,86.0009104,80.19198291
1.771195185,0,84.89592094,85.08129033,86.49084095
0,0,73.58459822,81.62496176,78.4688444
0,0,79.29033519,84.05097099,75.68670158
0,0,78.84124133,78.93308153,75.72282175
0,0,73.17018711,80.75801304,82.59701667
0,0,78.57270169,72.99309416,80.0170944
0,0,-1.03E-05,29.37508504,33.01727908
0,0,-9.35E-06,34.10831604,33.1908798
0,0,-1.03E-05,29.18189299,28.94286083
0,0,-1.12E-05,29.88414867,29.1458478
0,0,-1.12E-05,33.89332251,32.20913127
1.142069778,0,-1.03E-05,28.80732855,30.02262129
1.421586203,0,-1.03E-05,30.60738183,32.84820981
0,0,-9.80E-06,32.53784116,32.33398252
0,20,-1.13E-05,32.6108733,32.54886004
0,0,-9.78E-06,33.77377213,30.73570853
0,0,-1.01E-05,32.03792188,32.89499212
0,0,-9.22E-06,32.06016581,34.10874632
0,0,-15.51754532,23.40939009,24.63135786
0,0,-14.62861083,22.39383637,23.91622954
0,20,-16.78024141,22.88603881,22.6575932
0,0,-16.19524832,24.1820265,21.02656342
0,0,-16.23095208,21.95849931,23.21287625
0,0,-15.31683808,21.88535912,24.36068762
0,0,-17.00767031,20.17589838,21.10916094
0,0,-14.41046881,22.90814839,21.30685921
0,0,-15.46752575,20.29337703,20.82755713
0,0,-16.51039408,22.418584,23.46051168
0,0,-17.30535433,23.76296607,21.98139433
0,0,-15.150773,22.62364515,20.44087534
0,0,-19.35782461,19.5364295,22.0157949
0,0,-19.34588747,21.65214559,20.71622387
0,0,-20.63683002,19.53676061,19.78816198
0,0,-17.47398523,21.43449792,19.84095403
0,0,-18.90998656,20.93161838,19.62086876
0,0,-17.98066857,19.1283046,20.29764654
0,0,-17.36268556,22.13942809,19.81252252
0,0,-17.84459919,19.25383629,20.67638781
0,0,-21.02964783,22.48534839,21.60032641
0,0,-18.10501866,18.46194354,21.19459316
0,0,-20.87051861,19.51122768,19.6380952
0,0,-18.06817706,19.25062755,20.59772294
0,0,-21.55137955,18.14264227,21.46303501
0,0,-20.45353596,21.02993301,18.36053445
0,0,-18.30525139,20.87341693,18.40109233
0,0,-20.16503942,21.27101694,20.32175869
0,0,-19.11986378,19.11812275,20.65513147
0,0,-19.3763518,19.87227185,18.93611115
0,0,-19.60259844,20.73550902,21.08158868
0,0,-19.53330155,19.85391752,20.68386171
0,0,-20.49118416,20.88909169,21.79728417
0,0,-20.90488458,20.63446587,18.76546068
0,0,-19.16217715,18.5471924,21.1063234
0,0,-21.52387629,21.22556846,18.42257826
0,0,-21.71905909,20.90275282,20.28062035
0,0,-18.13370134,20.64313594,20.22697983
0,0,-18.03073975,18.63824998,19.57231157
0,0,-19.66874491,19.09029489,21.39880773
0,0,-20.33000089,19.59149792,18.03477935
0,0,-19.08104042,19.13807341,20.09999509
0,0,-19.00719477,18.92939594,18.88672806
0,0,-20.680194,21.24180324,20.9941295
0,0,-20.37416625,20.57265979,18.18971508
0,0,-18.63871778,20.28133993,21.34669191
0,0,-21.50354306,18.92195849,21.37286717
0,0,-20.68675245,21.69311165,21.35194224
0,0,-19.4440809,18.76833498,18.61384728
0,0,-20.72786372,21.18387025,20.52556622
0,0,-18.44470815,21.87088907,18.06093647
0,0,-19.86666513,20.91238532,21.3959576
1.458731554,0,-18.66996134,21.97565361,20.89591202
1.938214422,0,-18.15991196,20.60816047,20.12847885
0,0,-19.34711203,18.87346438,20.92638282
0,0,-18.596989,18.81889051,18.38082483
0,0,-20.52750093,19.3019624,20.11848533
0,0,-20.68964877,18.03198156,19.16878567
0,0,-18.5888189,20.73077342,21.89468082
0,0,-18.09266052,19.07833347,21.43258607
0,0,-21.17124225,21.26073293,20.93310278
0,0,-18.00822808,19.4366906,21.73499054
0,0,-19.37565236,19.91982597,19.38737322
0,0,-19.97833319,21.86275567,21.6035196
0,0,-21.27456875,18.96868849,19.30095293
0,0,-21.35423457,20.88501639,20.93118688
0,0,-20.89975776,21.02047116,20.94566765
0,0,-18.98879049,18.88399263,18.07339951
0,0,-20.88074774,20.00398735,19.44423879
0,0,-18.98615679,19.4008077,18.07773069
0,0,-18.85843277,21.08762497,21.98836807
0,0,-20.18851182,20.48993328,18.48878705
0,0,-20.71541778,19.90393222,20.17124358
0,0,-18.21220706,21.11745306,21.16222496
0,0,-18.2400904,18.94062228,18.80505441
0,0,-21.13668275,21.01448752,19.94021067
0,0,-21.437989,21.46149725,20.42971504
0,0,-20.41776367,21.51448639,18.64081902
0,0,-19.71531204,21.13469437,21.11422184
0,0,-21.38126592,19.63205667,19.19734583
0,0,-20.91526813,21.92723209,18.84409231
0,0,-20.31837679,19.51837458,20.23315499
0,0,-19.27902849,20.5545016,19.64125451
0,0,-18.79198025,18.64429671,21.68114378
0,0,-19.67469216,21.92179559,21.52025079
0,0,-19.1472903,20.81594369,19.93340265
0,0,-19.35703435,21.01351018,19.4370551
0,0,-20.06252422,18.26310681,19.30207193
0,0,-18.67637583,21.05367126,19.07025449
0,0,-21.22470672,21.09889372,20.17819141
0,0,-18.58211785,20.68709091,21.21991442
0,0,-19.92397456,19.16763846,19.24302643
0,0,-20.98388535,19.95876017,18.76037636
0,0,-19.94008283,18.44173749,19.90193522
0,0,-19.44408825,19.88634827,18.27613767
0,0,-19.89956522,18.97529541,20.80511602
0,20,-21.3946828,19.39638795,20.07343307
0,0,-21.96172679,18.65040163,19.98549923
1.278508142,0,-20.52457316,18.92021747,19.20178152
1.021430595,0,-21.17377617,18.30627457,21.61869375
0,0,-18.05795474,21.67960547,18.36194517
0,0,-21.52145764,20.12164275,21.47929604
0,20,-21.81619904,19.58696789,19.50682081
0,0,-20.30067737,20.14011685,21.52249406
0,0,-21.01521945,20.51317291,20.91504583
0,0,-20.05097897,21.68751517,18.41668291
0,0,-19.14481496,18.71477181,21.32614515
0,0,-21.40899189,19.18220999,20.72870733
0,0,-20.38734685,21.90315735,18.12920765
0,0,-20.31753234,19.48477195,18.53481073
0,0,-20.63652882,18.0902466,20.54251222
0.105034953,0,-21.42401266,18.59057397,20.65040201
0.105276526,0,-20.9276245,18.10535481,20.98660573
0,0,-18.84449678,21.95969257,20.8809816
0,0,-19.86729418,19.1154834,20.63807982
0,0,-21.92119333,21.69417103,21.06495561
0,0,-20.21824286,21.9835451,20.30034282
0,0,-21.75298141,20.39936488,19.04316554
0,0,-21.25347795,18.13278526,21.64950645
0,0,-20.66409377,18.32636652,18.07285612
0,0,-19.39746081,19.92635622,19.46624688
0,0,-19.21727739,19.62468805,20.91548117
2.088514674,0,-20.57368426,20.42470922,19.70862416
2.951557637,0,-19.73024496,19.75539124,18.09933763
0,0,-21.19501449,21.7363074,18.26392361
0.359322496,0,-21.04182696,20.13895886,20.59454948
0.315437506,0,-19.24852195,20.77490425,21.8594584
0,0,-20.81091513,21.58594109,20.20745454
0,0,-19.97820076,18.5874875,20.02703127
0,0,-19.2931684,18.91893862,19.27330085
0,0,-19.65186637,18.42927464,19.0267627
1.738272388,0,-21.58140747,18.5585536,18.08393993
1.714384668,0,-19.43807077,20.05033587,19.09181947
0,0,-19.14959709,19.28471704,19.79644176
0,0,-19.40722888,19.69269136,18.79179913
0,0,-18.85847374,21.92995933,18.34939195
0,0,-20.17853995,18.62681739,20.87091147
0,0,-18.58974575,20.16324828,21.57848108
0,0,-21.26977515,18.39548462,21.74708828
0,0,-18.90232099,19.27398525,20.47199491
0,0,-20.39222011,20.11010369,18.21109833
0,0,-18.500102,21.78652698,20.96345052
0,0,-21.91381259,19.56491289,18.44038122
0,0,-19.81830184,18.25962678,20.67899247
0,0,-21.28868536,19.55264579,21.11746334
0,0,-21.07459134,18.5829647,20.90345884
0,0,-20.85477219,18.91995845,21.80753522
0,0,-21.30945948,20.47236249,20.95258514
0,0,-18.40185443,18.26969546,20.77283911
0,0,-20.71398879,19.85889503,19.04697269
0,0,-19.06330894,20.43784634,21.69907475
0,0,-21.14348666,19.68743357,18.71817548
0,0,-21.82747504,18.0765054,21.61958645
0,0,-21.60595812,21.94207743,19.25065017
0,0,-18.45980889,19.46846307,18.52065438
0,0,-19.47820968,21.11430875,21.30673211
0,0,-19.45729103,19.30258597,18.00998181
0,0,-18.48918507,19.90006703,21.32835327
0,0,-18.39250421,19.55385457,19.04924737
0,0,-19.53956054,19.37015692,21.53888509
0,0,-21.9682862,18.08740551,20.76591673
0,0,-20.2757706,19.44008375,20.66473333
0,0,-20.48712651,21.55795996,19.46127825
0,0,-19.88407564,20.76157335,18.2376119
0,0,-20.64932221,18.58169144,21.32029239
0,0,-21.82664832,20.36462002,18.68361518
0.229593203,0,-20.35479181,21.56892344,19.48903457
0.266382448,0,-18.26015384,20.80013616,20.40141874
0,0,59.91468683,63.22210774,67.75865084
0,0,65.91301528,73.00252196,63.90178464
0,0,58.64883265,65.30099858,63.11238245
0,0,61.12657485,67.37543556,62.8761493
0,0,55.27964116,68.35554153,72.93690719
0,0,55.69416598,72.76688982,61.62920987
0,0,64.49617744,73.86986193,74.48739393
0,0,57.60413554,73.84327914,63.89999019
0,0,57.66541528,61.30817687,62.70038324
0,0,58.64655595,73.7376834,69.04681451
0,0,65.59774407,61.93966274,62.28780903
0,0,55.01268595,64.81452173,69.39336438
0,0,80.84521436,77.83261151,83.04172553
0,0,73.59167972,77.28844669,70.58337729
0,0,81.311914,79.225096,82.25396074
0,0,83.47468587,77.28100547,75.96228988
0,0,73.69974464,84.34151055,72.31529464
0,0,70.36621677,73.57331812,72.57301737
0,0,70.59450757,74.09286325,84.09922572
0.169201126,0,79.93286154,84.12985276,71.55660127
0.145792899,0,70.6028076,71.03099725,83.29246886
0,0,72.35840784,79.30038396,78.28667652
0,0,71.50685482,80.42054198,70.4461519
0,0,73.80631417,77.68600755,77.04866978
0,0,72.45796655,82.6090638,84.56871708
0,0,84.85080092,74.31548989,83.11752913
0,0,84.90471758,85.12826303,79.34159557
0,0,77.82085711,73.79496857,85.24623329
0,20,80.97546709,77.94252111,73.48228117
0,0,81.44851288,72.76489689,86.03970251
0,0,83.14824855,80.239037,85.02980098
0,0,79.52773099,82.21963732,82.83243464
0,0,79.36372296,86.53718888,84.57568665
0,0,81.27985183,83.32640286,80.21684182
0,20,82.41628659,80.17370078,82.30578327
0,0,76.77157557,86.40034104,80.48375172
0,0,77.13135572,79.55940342,77.59363226
0,0,76.16286348,80.8821153,81.00445063
0.333977415,0,80.6199818,81.43973135,76.02810199
0.325388883,0,77.60696605,78.465404,78.94961337
0,0,80.48372226,85.31322418,76.40061563
0,0,78.33876474,74.87285964,73.87744519
0,0,85.21697143,80.78042208,77.05720995
0,0,73.02374367,83.45546522,85.52903734
0,0,80.99305876,86.35986241,78.00357558
0,0,81.04756005,86.03932311,83.86729671
0,0,77.98319801,80.04367682,74.71340187
0,0,78.57886164,82.19183452,78.6961577
0,0,84.76818093,78.28900991,73.81997606
0,0,76.46018305,79.4717664,74.20012471
0,0,85.90808368,86.47949262,81.85933112
1.688183236,0,86.30695627,86.87040999,81.70009635
2.041087675,0,82.37694491,86.30590654,75.39585117
0,0,84.33197713,74.19612244,79.57166932
0,0,81.77443759,85.58080002,85.79230358
0,0,80.37198416,87.15289798,74.76927521
0,0,87.43185733,77.76132791,72.29001476
0,0,76.49187044,80.27906903,82.41213859
0,0,74.43662858,84.44525237,72.8384859
0,0,76.5691259,80.97381182,87.65800085
0,0,81.82746301,87.89151735,81.75000035
0,0,74.95693797,79.28760785,79.52252438
0,0,86.53410141,83.41907907,78.87609441
0,0,78.5701043,84.67739353,81.16523442
0,0,85.5925581,79.90177118,73.44646539
0,0,75.98170569,85.70762673,86.87613469
0,0,77.00453283,80.73459801,82.0063366
0,0,72.94173855,78.5826406,74.94005867
0,0,76.11819313,73.72163997,80.9974088
0,0,79.8386335,78.29085908,74.12854575
0,0,87.13121963,83.73896361,72.277374
0,0,78.21618979,86.73641904,82.08433153
0,0,82.2345863,76.0261406,82.37494266
0,0,78.84210039,77.68302251,81.33836447
0,0,72.74750563,74.46266106,74.93501189
0,0,80.05524111,83.05076901,81.65409385
0,0,73.05344947,87.3621762,72.90347517
0,0,86.13782057,82.25444587,81.74702891
0,0,84.04724661,81.8724385,80.86349601
0,0,78.05717461,80.85506267,82.48328545
0,0,82.24218276,73.41458706,86.32678095
0,0,73.79126981,83.67125797,85.60490787
0,0,83.23954794,81.63200902,87.68962524
0,0,85.16235592,82.5828355,87.61901538
0.122652163,0,85.1476579,86.38081164,84.35695313
0.161397031,0,76.54819581,84.54321027,87.30254633
0,0,76.21969522,84.4944818,85.87637729
0,0,80.34210591,86.83477358,83.64115861
0,0,87.48407464,87.83879057,73.20600752
0,0,86.72809011,81.30036761,72.78465847
0,0,77.75396689,73.74196427,85.40142911
0,0,84.47700177,79.34592618,79.83434044
0,0,86.74080665,84.60145591,85.03354369
0,0,76.17457969,72.4434661,77.00654448
0,0,85.28445748,72.91005903,78.36224728
0,0,76.28608591,73.07438422,83.20282779
0,0,77.49246442,83.69653999,86.64519452
0,0,75.18108294,80.01863533,73.4041554
0,0,80.11322551,77.90233718,85.78361737
0,0,85.49291959,73.68984443,84.68817108
0,0,80.44878271,83.71581186,77.04859875
0,0,73.97499281,77.13628735,77.683436
0,0,76.02836626,76.24515584,72.7433557
0,0,81.00573803,82.43707557,72.25182203
0,0,81.33094724,80.9441432,79.63206744
0,0,81.23044247,77.79854039,73.52860609
0,0,73.23200901,82.26376794,75.10400019
0.296530272,0,84.05908048,76.33951501,85.54824234
0.205041677,0,-1.11E-05,33.88690717,32.45457547
0,0,-1.03E-05,30.26763547,32.85524129
0,0,-1.07E-05,29.81655553,29.99986196
0,0,-1.11E-05,33.80760573,34.103429
0,0,-1.05E-05,33.3305026,34.35506395
0,0,-1.06E-05,29.96888369,32.14929043
0,0,-1.07E-05,29.54396714,34.64036309
0,0,-9.75E-06,34.16574761,34.20689663
0,0,-1.04E-05,33.7702238,33.4804683
0,0,-1.09E-05,30.89444126,33.49807943
0,0,-9.82E-06,33.01245707,29.47451257
0,0,-1.11E-05,29.59461951,30.53334478
0,0,-16.38522434,22.43157228,20.45947442
0,0,-15.75416154,20.2439106,20.19889071
0,0,-16.39418757,21.91437522,20.86922556
0,0,-15.68595371,20.49529472,24.10458126
0,0,-17.08171611,22.28865814,21.23463462
0,0,-15.9434215,22.04913257,24.50628841
0,0,-17.28388496,22.1508437,22.83586243
0,0,-16.03138791,20.36308312,21.22291686
0,20,-16.51318096,21.78004001,22.38714477
0,0,-17.5927844,23.54904635,21.14154365
0,0,-14.87029259,21.8127352,24.56820019
0,0,-16.75753542,23.36396907,23.95574581
0,0,-17.81326974,19.94538461,18.53947386
0.289038432,0,-20.50124728,20.16558851,22.31409036
0.25768812,20,-19.5703814,20.74170185,21.38548242
0,0,-20.88253316,22.32599295,18.76943338
0,0,-20.60527379,18.87789216,21.17893195
0,0,-17.567509,18.56681457,21.0818115
0,0,-17.80724214,20.92219237,19.32815847
0,0,-19.58849678,22.31950141,21.53859742
0,0,-19.27032863,22.48590568,18.7886168
0,0,-17.92729048,20.41513651,20.43676722
0,0,-17.77673982,20.34926208,18.47264523
0,0,-19.44572502,21.07377135,22.39994849
0,0,-18.05012078,20.31960717,21.1070845
0,0,-21.32298177,20.63492667,18.72485822
0,0,-21.05850511,21.59917844,19.45965625
0,0,-20.97234813,21.0859537,18.73173226
0,0,-17.91947675,20.08344956,21.16758886
0,0,-18.04503934,19.94272558,18.32311607
0,0,-20.03776172,20.6570873,21.46416238
0,0,-21.80188122,19.91797465,21.87327547
0,0,-19.21431076,19.92630672,20.80590298
0,0,-19.22247935,18.15193664,18.94235069
0,0,-18.38881505,18.78599854,19.53367407
0,0,-20.53176455,20.04983397,20.00452246
0,0,-20.55376804,21.31105282,20.43810084
0,0,-18.37584122,19.13325833,20.69450002
0,0,-19.83785773,20.10986067,20.23626704
0.125285812,0,-20.63523037,19.39845298,19.42388472
0.157763175,0,-19.94210606,18.4368984,21.58437023
0,0,-20.66433842,21.85415379,18.34316077
0,0,-21.23105748,21.43925742,19.88409463
0,0,-20.71007253,18.3315511,21.12251751
0,0,-20.43171383,20.89919302,18.2610044
0,0,-21.38009807,19.40893431,20.84132934
0,0,-21.56779052,22.00049944,21.29927417
0,0,-19.52425689,19.22803528,20.66314278
0,0,-18.68701779,18.95859313,18.0552135
0,0,-21.26463476,20.27545433,18.72414245
0,0,-18.84897883,21.34460203,19.37217106
0,0,-21.70885363,18.77367934,18.93839561
0,0,-18.0857225,20.8416119,21.85480388
0.135920875,0,-21.67814551,18.24912949,20.61033208
0.182355223,0,-20.35021782,21.67990071,19.1915679
0,0,-21.0922168,18.32781793,21.72296
0,0,-19.58770028,21.66108363,20.96640157
0,0,-21.95983577,19.96706194,19.14210342
0,0,-18.90415445,19.79616458,19.51927326
0,0,-19.05127629,21.89743182,18.80132459
0,0,-18.20572978,21.96153671,21.88429599
0,0,-21.76189345,20.6007125,20.06918598
0,0,-19.82411721,18.50847717,21.58422675
0,0,-20.69940966,20.02468034,19.38599908
0,0,-20.74976291,20.1166524,21.44336641
0.197728382,0,-21.49800837,20.05778571,18.21554739
0.12423537,0,-20.659701,20.27796735,21.92836127
0,0,-20.24808473,18.07489886,21.64813747
0,0,-20.8412741,20.84490913,19.45281178
0,0,-21.0038832,20.84957721,21.09888866
0,0,-18.74371179,18.4618791,21.00903171
0,0,-18.43866816,20.28095777,21.60501919
0,0,-18.2993954,20.27344473,19.22901992
0,0,-19.49621398,20.72980168,19.86208002
0,0,-19.99200096,18.34159077,21.45999845
0,0,-20.46259959,20.50601323,21.11431782
0,0,-21.83213808,19.1230078,19.57386688
0,0,-19.32315128,20.02801196,21.38290093
0,0,-21.04349621,21.09329421,18.18781616
0,0,-20.12543048,20.82258375,21.12818521
0,0,-18.88035973,18.47561207,18.82706344
0,0,-20.46122172,20.36473915,19.14448363
0,0,-21.86870471,21.87646612,19.97285937
0.166331071,0,-18.4972332,18.62707775,19.798938
0.18390997,0,-20.02911906,21.41162835,20.08228043
0,0,-18.20643342,20.81019232,20.17910238
0,0,-19.2848652,21.09601325,19.32611076
0,0,-20.48241071,19.12783331,18.70091005
0,0,-21.36422774,19.15155572,21.07392492
0,0,-20.92131369,21.62407782,19.5999046
0,0,-19.85142711,19.43932813,20.02336345
0,0,-21.63689103,18.25206156,20.57878687
0,0,-19.21085866,20.40238681,21.63855169
0,0,-21.01593364,18.49927068,20.83021132
0,0,-19.89603609,21.18638497,18.1818369
0,0,-21.59454302,20.56698577,21.35424145
0,0,-21.18973129,21.49890602,21.95742006
0,0,-21.60587865,21.139349,19.8899401
0,0,-18.8569914,18.44845459,21.87836135
0,0,-20.67260173,19.52428271,20.18931497
0,0,-20.95385363,21.098241,19.83846398
0,0,-20.96965706,19.66936589,19.32561906
0,0,-20.0160018,21.88946194,20.6302195
0.439337798,0,-18.04500209,20.9429618,18.91928168
0.445065278,0,-19.04572314,18.06199967,18.41973687
0,0,-19.2932035,21.51994277,18.10894841
0,0,-21.40814647,18.40321914,19.16952045
0,0,-21.36354327,18.5620949,19.58308333
0,20,-18.41872042,20.9379696,20.20830679
0.155066046,0,-21.79934353,21.45987424,19.1709993
0.11531445,0,-18.72982995,20.14539851,21.93623829
0,0,-19.65743781,19.15619893,19.16698067
0,0,-18.86062786,19.40526218,19.76390155
0,0,-21.44132988,19.37155732,18.41310466
0,20,-20.99760813,19.30671242,19.04250605
0,0,-19.41411523,18.97163869,18.19332856
0,0,-20.7275145,20.43546838,20.23803453
0,0,-18.73746754,21.60162127,21.00425873
0,0,-19.52918837,19.22832965,18.78283926
0,0,-19.50843035,18.74677719,19.47164375
0,0,-18.95174673,21.35431067,18.06646491
